,articleNo,token (raw text),token (lowercase),lemma,POS,entity IOB,entity type
660,43,Novel,novel,Novel,NNP,O,
661,43,as,as,as,IN,O,
662,43,a,a,a,DT,O,
663,43,Genre,genre,Genre,NNP,B,GPE
664,43,in,in,in,IN,O,
665,43,Turkey,turkey,Turkey,NNP,B,GPE
666,43,(,(,(,-LRB-,O,
667,43,1908,1908,1908,CD,B,DATE
668,43,-,-,-,SYM,I,DATE
669,43,1940,1940,1940,CD,I,DATE
670,43,),),),-RRB-,O,
671,44,Present,present,present,JJ,O,
672,44,Absence,absence,absence,NN,O,
673,44,:,:,:,:,O,
674,44,Book,book,Book,NNP,O,
675,44,Circulation,circulation,Circulation,NNP,O,
676,44,",",",",",",",",O,
677,44,Indian,indian,Indian,NNP,B,NORP
678,44,Vernaculars,vernaculars,Vernaculars,NNP,O,
679,44,and,and,and,CC,O,
680,44,World,world,World,NNP,B,ORG
681,44,Literature,literature,Literature,NNP,I,ORG
682,44,in,in,in,IN,O,
683,44,the,the,the,DT,O,
684,44,Nineteenth,nineteenth,Nineteenth,NNP,O,
685,44,Century,century,Century,NNP,O,
686,45,Mass,mass,Mass,NNP,B,FAC
687,45,Print,print,Print,NNP,I,FAC
688,45,",",",",",",",",O,
689,45,Clipping,clipping,Clipping,NNP,O,
690,45,Bureaus,bureaus,Bureaus,NNPS,O,
691,45,",",",",",",",",O,
692,45,and,and,and,CC,O,
693,45,the,the,the,DT,B,ORG
694,45,Pre,pre,Pre,NNP,I,ORG
695,45,-,-,-,NNP,I,ORG
696,45,Digital,digital,Digital,NNP,I,ORG
697,45,Database,database,Database,NNP,I,ORG
698,45,:,:,:,:,I,ORG
699,45,Reexamining,reexamining,Reexamining,NNP,I,ORG
700,45,Marianne,marianne,Marianne,NNP,I,ORG
701,45,Moore,moore,Moore,NNP,I,ORG
702,45,'s,'s,'s,POS,I,ORG
703,45,Collage,collage,Collage,NNP,I,ORG
704,45,Poetics,poetics,Poetics,NNPS,I,ORG
705,45,through,through,through,IN,O,
706,45,the,the,the,DT,O,
707,45,Archives,archives,archive,NNS,O,
708,46,Chapbooks,chapbooks,chapbook,NNS,B,ORG
709,46,",",",",",",",",I,ORG
710,46,Cheap,cheap,Cheap,NNP,I,ORG
711,46,Print,print,Print,NNP,I,ORG
712,46,",",",",",",",",O,
713,46,Burns,burns,Burns,NNP,B,PERSON
714,46,",",",",",",",",O,
715,46,and,and,and,CC,O,
716,46,Tannahill,tannahill,Tannahill,NNP,B,PERSON
717,46,in,in,in,IN,O,
718,46,the,the,the,DT,B,DATE
719,46,Nineteenth,nineteenth,Nineteenth,NNP,I,DATE
720,46,Century,century,Century,NNP,O,
721,47,Provenance,provenance,Provenance,NNP,B,ORG
722,47,Research,research,Research,NNP,I,ORG
723,47,in,in,in,IN,I,ORG
724,47,Book,book,Book,NNP,I,ORG
725,47,History,history,history,NN,I,ORG
726,47,:,:,:,:,O,
727,47,A,a,a,DT,O,
728,47,Handbook,handbook,handbook,NN,O,
729,48,PROVENANCE,provenance,PROVENANCE,NNP,B,ORG
730,48,RESEARCH,research,RESEARCH,NNP,I,ORG
731,48,IN,in,in,IN,I,ORG
732,48,BOOK,book,BOOK,NNP,O,
733,48,HISTORY,history,HISTORY,NNP,O,
734,48,:,:,:,:,O,
735,48,A,a,a,DT,O,
736,48,HANDBOOK,handbook,handbook,NN,O,
737,49,Anglo,anglo,anglo,JJ,B,NORP
738,49,-,-,-,HYPH,O,
739,49,Spanish,spanish,spanish,JJ,O,
740,49,Enlightenment,enlightenment,enlightenment,NN,O,
741,49,:,:,:,:,O,
742,49,Joseph,joseph,Joseph,NNP,B,PERSON
743,49,Shepherd,shepherd,Shepherd,NNP,I,PERSON
744,49,",",",",",",",",O,
745,49,an,an,an,DT,O,
746,49,English,english,English,NNP,B,LANGUAGE
747,49,',',',``,O,
748,49,ilustrado,ilustrado,ilustrado,NN,O,
749,49,',',','',O,
750,49,in,in,in,IN,O,
751,49,Valladolid,valladolid,Valladolid,NNP,B,GPE
752,50,On,on,on,IN,O,
753,50,the,the,the,DT,O,
754,50,Road,road,road,NN,O,
755,50,:,:,:,:,O,
756,50,The,the,the,DT,O,
757,50,Life,life,Life,NNP,O,
758,50,and,and,and,CC,O,
759,50,Verse,verse,Verse,NNP,O,
760,50,of,of,of,IN,O,
761,50,Mir,mir,Mir,NNP,B,PERSON
762,50,Zeyn,zeyn,Zeyn,NNP,I,PERSON
763,50,al,al,al,NNP,I,PERSON
764,50,-,-,-,HYPH,I,PERSON
765,50,Din,din,Din,NNP,I,PERSON
766,50,?,?,?,.,I,PERSON
767,50,Eshq,eshq,eshq,NN,B,PERSON
768,50,",",",",",",",",O,
769,50,a,a,a,DT,O,
770,50,Forgotten,forgotten,Forgotten,NNP,O,
771,50,Eighteenth,eighteenth,Eighteenth,NNP,O,
772,50,-,-,-,HYPH,O,
773,50,Century,century,Century,NNP,O,
774,50,Poet,poet,Poet,NNP,O,
775,51,Popular,popular,popular,JJ,O,
776,51,print,print,print,NN,O,
777,51,",",",",",",",",O,
778,51,translation,translation,translation,NN,O,
779,51,and,and,and,CC,O,
780,51,religious,religious,religious,JJ,O,
781,51,identity,identity,identity,NN,O,
782,52,Why,why,why,WRB,O,
783,52,Q1,q1,Q1,NNP,O,
784,52,Hamlet,hamlet,Hamlet,NNP,O,
785,52,Matters,matters,matter,VBZ,O,
786,52,Introduction,introduction,introduction,NN,O,
787,53,Sections,sections,section,NNS,O,
788,53,of,of,of,IN,O,
789,53,One,one,one,CD,B,CARDINAL
790,53,Great,great,Great,NNP,B,ORG
791,53,Institution,institution,Institution,NNP,I,ORG
792,53,Prizes,prizes,Prizes,NNPS,I,ORG
793,53,",",",",",",",",O,
794,53,Publications,publications,Publications,NNP,B,ORG
795,53,",",",",",",",",O,
796,53,and,and,and,CC,O,
797,53,Transnational,transnational,Transnational,NNP,B,ORG
798,53,Communication,communication,Communication,NNP,I,ORG
799,53,at,at,at,IN,O,
800,53,the,the,the,DT,B,ORG
801,53,Royal,royal,Royal,NNP,I,ORG
802,53,Swedish,swedish,Swedish,NNP,I,ORG
803,53,Academy,academy,Academy,NNP,I,ORG
804,53,of,of,of,IN,I,ORG
805,53,Sciences,sciences,Sciences,NNPS,I,ORG
806,53,in,in,in,IN,O,
807,53,the,the,the,DT,O,
808,53,Nineteenth,nineteenth,Nineteenth,NNP,O,
809,53,Century,century,Century,NNP,O,
810,54,Ebooks,ebooks,Ebooks,NNP,O,
811,54,",",",",",",",",O,
812,54,Book,book,Book,NNP,B,PERSON
813,54,History,history,History,NNP,I,PERSON
814,54,",",",",",",",",O,
815,54,and,and,and,CC,O,
816,54,Markers,markers,Markers,NNPS,B,ORG
817,54,of,of,of,IN,I,ORG
818,54,Place,place,Place,NNP,I,ORG
819,55,Devotional,devotional,Devotional,NNP,O,
820,55,Annotations,annotations,Annotations,NNPS,O,
821,55,:,:,:,:,O,
822,55,Preserving,preserving,preserve,VBG,O,
823,55,the,the,the,DT,O,
824,55,Family,family,Family,NNP,O,
825,55,'s,'s,'s,POS,O,
826,55,Memory,memory,memory,NN,O,
827,55,in,in,in,IN,O,
828,55,Arabic,arabic,Arabic,NNP,O,
829,55,Manuscripts,manuscripts,Manuscripts,NNPS,O,
830,56,The,the,the,DT,O,
831,56,politics,politics,politic,NNS,O,
832,56,of,of,of,IN,O,
833,56,punctuation,punctuation,punctuation,NN,O,
834,56,in,in,in,IN,O,
835,56,Jacob,jacob,Jacob,NNP,B,ORG
836,56,'s,'s,'s,POS,I,ORG
837,56,Room,room,Room,NNP,I,ORG
838,56,and,and,and,CC,O,
839,56,Between,between,between,IN,O,
840,56,the,the,the,DT,O,
841,56,Acts,acts,act,NNS,O,
842,57,The,the,the,DT,B,ORG
843,57,Specificity,specificity,Specificity,NNP,I,ORG
844,57,of,of,of,IN,I,ORG
845,57,Architecture,architecture,Architecture,NNP,I,ORG
846,57,:,:,:,:,I,ORG
847,57,Architectural,architectural,Architectural,NNP,I,ORG
848,57,Debates,debates,Debates,NNPS,I,ORG
849,57,and,and,and,CC,I,ORG
850,57,Critical,critical,Critical,NNP,I,ORG
851,57,Theory,theory,Theory,NNP,I,ORG
852,57,in,in,in,IN,O,
853,57,Hungary,hungary,Hungary,NNP,B,GPE
854,57,",",",",",",",",O,
855,57,1945,1945,1945,CD,B,DATE
856,57,-,-,-,SYM,I,DATE
857,57,1989,1989,1989,CD,I,DATE
858,58,The,the,the,DT,B,WORK_OF_ART
859,58,Modern,modern,Modern,NNP,I,WORK_OF_ART
860,58,Girl,girl,Girl,NNP,I,WORK_OF_ART
861,58,and,and,and,CC,O,
862,58,the,the,the,DT,O,
863,58,Lady,lady,lady,NN,O,
864,58,:,:,:,:,O,
865,58,Negotiating,negotiating,negotiate,VBG,O,
866,58,Modern,modern,modern,JJ,O,
867,58,Womanhood,womanhood,Womanhood,NNP,O,
868,58,in,in,in,IN,O,
869,58,a,a,a,DT,O,
870,58,South,south,south,JJ,B,ORG
871,58,African,african,african,JJ,I,ORG
872,58,Magazine,magazine,Magazine,NNP,I,ORG
873,58,",",",",",",",",O,
874,58,1910,1910,1910,CD,B,DATE
875,58,-,-,-,SYM,I,DATE
876,58,1920,1920,1920,CD,I,DATE
877,59,The,the,the,DT,B,ORG
878,59,Confucian,confucian,Confucian,NNP,I,ORG
879,59,Legalist,legalist,Legalist,NNP,I,ORG
880,59,State,state,State,NNP,I,ORG
881,59,and,and,and,CC,O,
882,59,Theory,theory,Theory,NNP,B,ORG
883,59,Building,building,Building,NNP,I,ORG
884,59,Based,based,base,VBN,I,ORG
885,59,on,on,on,IN,O,
886,59,Ideal,ideal,Ideal,NNP,B,ORG
887,59,-,-,-,HYPH,I,ORG
888,59,Type,type,Type,NNP,I,ORG
889,59,Set,set,Set,NNP,I,ORG
890,60,The,the,the,DT,B,ORG
891,60,Earliest,earliest,Earliest,NNP,I,ORG
892,60,Diffusion,diffusion,Diffusion,NNP,I,ORG
893,60,of,of,of,IN,I,ORG
894,60,John,john,John,NNP,I,ORG
895,60,of,of,of,IN,O,
896,60,Salisbury,salisbury,Salisbury,NNP,O,
897,60,'s,'s,'s,POS,O,
898,60,Policraticus,policraticus,Policraticus,NNP,O,
899,60,in,in,in,IN,O,
900,60,France,france,France,NNP,B,GPE
901,60,:,:,:,:,O,
902,60,the,the,the,DT,O,
903,60,Contribution,contribution,Contribution,NNP,O,
904,60,of,of,of,IN,O,
905,60,the,the,the,DT,O,
906,60,Manuscript,manuscript,Manuscript,NNP,O,
907,60,Charleville,charleville,Charleville,NNP,O,
908,60,-,-,-,HYPH,O,
909,60,Mezieres,mezieres,Mezieres,NNP,O,
910,60,",",",",",",",",O,
911,60,BM,bm,BM,NNP,B,ORG
912,60,",",",",",",",",O,
913,60,151,151,151,CD,B,CARDINAL
914,61,Authorising,authorising,authorise,VBG,O,
915,61,geographical,geographical,geographical,JJ,O,
916,61,knowledge,knowledge,knowledge,NN,O,
917,61,:,:,:,:,O,
918,61,the,the,the,DT,O,
919,61,development,development,development,NN,O,
920,61,of,of,of,IN,O,
921,61,peer,peer,peer,NN,O,
922,61,review,review,review,NN,O,
923,61,in,in,in,IN,O,
924,61,The,the,the,DT,B,ORG
925,61,Journal,journal,Journal,NNP,I,ORG
926,61,of,of,of,IN,I,ORG
927,61,the,the,the,DT,I,ORG
928,61,Royal,royal,Royal,NNP,I,ORG
929,61,Geographical,geographical,Geographical,NNP,I,ORG
930,61,Society,society,Society,NNP,I,ORG
931,61,",",",",",",",",O,
932,61,1830,1830,1830,CD,B,DATE
933,61,-,-,-,HYPH,O,
934,61,c.1880,c.1880,c.1880,VBN,O,
935,62,Provisional,provisional,Provisional,NNP,O,
936,62,Notes,notes,Notes,NNPS,O,
937,62,on,on,on,IN,O,
938,62,Hydrocolonialism,hydrocolonialism,Hydrocolonialism,NNP,O,
939,63,',',',``,O,
940,63,Every,every,every,DT,O,
941,63,Picture,picture,picture,NN,O,
942,63,tells,tells,tell,VBZ,O,
943,63,a,a,a,DT,O,
944,63,Story,story,story,NN,B,ORG
945,63,',',','',O,
946,63,.,.,.,.,O,
947,63,Episodes,episodes,episode,NNS,O,
948,63,of,of,of,IN,O,
949,63,Illustrative,illustrative,illustrative,JJ,O,
950,63,Reception,reception,Reception,NNP,O,
951,63,of,of,of,IN,O,
952,63,Falling,falling,fall,VBG,O,
953,63,in,in,in,IN,O,
954,63,Love,love,Love,NNP,B,WORK_OF_ART
955,63,of,of,of,IN,O,
956,63,Orlando,orlando,Orlando,NNP,B,GPE
957,64,Unpacking,unpacking,unpack,VBG,O,
958,64,Sa'dallah,sa'dallah,Sa'dallah,NNP,O,
959,64,Wannus,wannus,Wannus,NNP,O,
960,64,',',',POS,O,
961,64,Private,private,Private,NNP,O,
962,64,Library,library,Library,NNP,O,
963,64,:,:,:,:,O,
964,64,On,on,on,IN,O,
965,64,the,the,the,DT,O,
966,64,(,(,(,-LRB-,O,
967,64,After)Lives,after)lives,after)live,NNS,O,
968,64,of,of,of,IN,O,
969,64,Books,books,book,NNS,O,
970,65,PDF,pdf,PDF,NNP,B,ORG
971,65,and,and,and,CC,O,
972,65,Conclusion,conclusion,Conclusion,NNP,B,ORG
973,65,?,?,?,.,I,ORG
974,65,Science,science,science,NN,O,
975,65,and,and,and,CC,O,
976,65,Book,book,Book,NNP,O,
977,65,History,history,History,NNP,O,
978,65,",",",",",",",",O,
979,65,18th-20th,18th-20th,18th-20th,CD,B,DATE
980,65,Century,century,century,NN,I,DATE
981,66,The,the,the,DT,B,ORG
982,66,Development,development,Development,NNP,I,ORG
983,66,of,of,of,IN,I,ORG
984,66,the,the,the,DT,I,ORG
985,66,Basil,basil,Basil,NNP,I,ORG
986,66,Valentine,valentine,Valentine,NNP,B,PERSON
987,66,Corpus,corpus,Corpus,NNP,I,PERSON
988,66,and,and,and,CC,O,
989,66,Biography,biography,Biography,NNP,O,
990,66,:,:,:,:,O,
991,66,Pseudepigraphic,pseudepigraphic,Pseudepigraphic,NNP,O,
992,66,Corpora,corpora,Corpora,NNP,B,NORP
993,66,and,and,and,CC,O,
994,66,Paracelsian,paracelsian,Paracelsian,NNP,B,NORP
995,66,Ideas,ideas,Ideas,NNP,O,
996,67,Samuel,samuel,Samuel,NNP,B,PERSON
997,67,Hibbert,hibbert,Hibbert,NNP,I,PERSON
998,67,in,in,in,IN,O,
999,67,Edinburgh,edinburgh,Edinburgh,NNP,B,GPE
1000,67,;,;,;,:,O,
1001,67,early,early,early,JJ,O,
1002,67,studies,studies,study,NNS,O,
1003,67,on,on,on,IN,O,
1004,67,loess,loess,loess,NN,O,
1005,67,deposits,deposits,deposit,NNS,O,
1006,67,-,-,-,HYPH,O,
1007,67,connecting,connecting,connect,VBG,O,
1008,67,Leonhard,leonhard,Leonhard,NNP,B,PRODUCT
1009,67,and,and,and,CC,O,
1010,67,Lyell,lyell,Lyell,NNP,B,ORG
1011,68,BIBLIOGRAPHY,bibliography,bibliography,NN,O,
1012,68,OF,of,of,IN,O,
1013,68,THE,the,the,DT,O,
1014,68,BULGARIAN,bulgarian,BULGARIAN,NNP,O,
1015,68,REVIVAL,revival,REVIVAL,NNP,O,
1016,68,(,(,(,-LRB-,O,
1017,68,1801,1801,1801,CD,B,DATE
1018,68,-,-,-,SYM,I,DATE
1019,68,1878,1878,1878,CD,I,DATE
1020,68,),),),-RRB-,O,
1021,68,AND,and,and,CC,O,
1022,68,INFORMATION,information,INFORMATION,NNP,O,
1023,68,RETRIEVAL,retrieval,RETRIEVAL,NNP,O,
1024,68,SYSTEM,system,SYSTEM,NNP,O,
1025,68,TECHNOLOGIES,technologies,technology,NNS,O,
1026,69,THE,the,the,DT,O,
1027,69,BULGARIAN,bulgarian,BULGARIAN,NNP,O,
1028,69,LIBRARIES,libraries,library,NNS,O,
1029,69,AND,and,and,CC,O,
1030,69,THEIR,their,their,PRP$,O,
1031,69,EXPERIENCE,experience,experience,NN,O,
1032,69,IN,in,in,IN,O,
1033,69,DIGITIZING,digitizing,digitizing,NN,O,
1034,69,RARE,rare,RARE,NNP,O,
1035,69,BOOKS,books,BOOKS,NNP,O,
1036,69,AND,and,and,CC,O,
1037,69,SPECIAL,special,SPECIAL,NNP,O,
1038,69,COLLECTIONS,collections,collection,NNS,O,
1039,70,ORALITY,orality,ORALITY,NNP,B,ORG
1040,70,",",",",",",",",O,
1041,70,WRITING,writing,WRITING,NNP,B,ORG
1042,70,AND,and,and,CC,O,
1043,70,BOOKS,books,BOOKS,NNP,O,
1044,70,IN,in,in,IN,O,
1045,70,THE,the,the,DT,O,
1046,70,ANCIENT,ancient,ancient,JJ,O,
1047,70,WORLD,world,world,NN,O,
1048,71,A,a,a,DT,O,
1049,71,MODEL,model,model,NN,O,
1050,71,FOR,for,for,IN,O,
1051,71,THE,the,the,DT,O,
1052,71,BIBLBLIOTHECA,biblbliotheca,biblbliotheca,NN,O,
1053,71,DO,do,DO,NNP,O,
1054,71,POVO,povo,POVO,NNP,O,
1055,72,Making,making,make,VBG,O,
1056,72,a,a,a,DT,O,
1057,72,Genealogy,genealogy,Genealogy,NNP,O,
1058,72,of,of,of,IN,O,
1059,72,American,american,American,NNP,B,NORP
1060,72,linguistics,linguistics,linguistic,NNS,O,
1061,72,with,with,with,IN,O,
1062,72,John,john,John,NNP,B,PERSON
1063,72,Eliot,eliot,Eliot,NNP,I,PERSON
1064,72,'s,'s,'s,POS,I,PERSON
1065,72,Indian,indian,Indian,NNP,B,NORP
1066,72,Grammar,grammar,Grammar,NNP,O,
1067,72,Begun,begun,Begun,NNP,O,
1068,72,(,(,(,-LRB-,O,
1069,72,1666,1666,1666,CD,B,DATE
1070,72,),),),-RRB-,O,
1071,73,Dataset,dataset,dataset,NN,B,ORG
1072,73,of,of,of,IN,I,ORG
1073,73,Pages,pages,Pages,NNPS,I,ORG
1074,73,from,from,from,IN,O,
1075,73,Early,early,Early,NNP,B,ORG
1076,73,Printed,printed,Printed,NNP,I,ORG
1077,73,Books,books,Books,NNPS,I,ORG
1078,73,with,with,with,IN,I,ORG
1079,73,Multiple,multiple,Multiple,NNP,O,
1080,73,Font,font,Font,NNP,O,
1081,73,Groups,groups,group,NNS,O,
1082,74,Buchgeschichte,buchgeschichte,Buchgeschichte,NNP,O,
1083,74,:,:,:,:,O,
1084,74,Eine,eine,Eine,NNP,O,
1085,74,Einfuhrung,einfuhrung,Einfuhrung,NNP,O,
1086,75,Book,book,Book,NNP,O,
1087,75,History,history,History,NNP,O,
1088,75,Preface,preface,Preface,NNP,O,
1089,76,The,the,the,DT,B,WORK_OF_ART
1090,76,Book,book,Book,NNP,I,WORK_OF_ART
1091,76,in,in,in,IN,I,WORK_OF_ART
1092,76,Ancient,ancient,Ancient,NNP,I,WORK_OF_ART
1093,76,and,and,and,CC,I,WORK_OF_ART
1094,76,the,the,the,DT,I,WORK_OF_ART
1095,76,Middle,middle,Middle,NNP,I,WORK_OF_ART
1096,76,Ages,ages,Ages,NNPS,I,WORK_OF_ART
1097,76,-,-,-,:,I,WORK_OF_ART
1098,76,The,the,the,DT,I,WORK_OF_ART
1099,76,Time,time,time,NN,I,WORK_OF_ART
1100,76,of,of,of,IN,I,WORK_OF_ART
1101,76,Manuscripts,manuscripts,manuscript,NNS,I,WORK_OF_ART
1102,77,The,the,the,DT,O,
1103,77,Way,way,way,NN,O,
1104,77,to,to,to,IN,O,
1105,77,a,a,a,DT,O,
1106,77,printed,printed,print,VBN,O,
1107,77,Book,book,Book,NNP,O,
1108,78,Books,books,book,NNS,O,
1109,78,in,in,in,IN,O,
1110,78,Early,early,Early,NNP,B,ORG
1111,78,Modern,modern,Modern,NNP,I,ORG
1112,78,Times,times,Times,NNP,I,ORG
1113,79,Mass,mass,Mass,NNP,B,PERSON
1114,79,Audience,audience,Audience,NNP,I,PERSON
1115,79,and,and,and,CC,O,
1116,79,Industrial,industrial,Industrial,NNP,O,
1117,79,Production,production,Production,NNP,O,
1118,80,Media,media,Media,NNP,O,
1119,80,Competition,competition,Competition,NNP,O,
1120,80,-,-,-,:,O,
1121,80,The,the,the,DT,O,
1122,80,Book,book,Book,NNP,O,
1123,80,in,in,in,IN,O,
1124,80,the,the,the,DT,B,DATE
1125,80,20th,20th,20th,JJ,I,DATE
1126,80,Century,century,Century,NNP,I,DATE
1127,81,A,a,a,DT,O,
1128,81,new,new,new,JJ,O,
1129,81,Medium,medium,medium,NN,B,ORG
1130,81,:,:,:,:,I,ORG
1131,81,The,the,the,DT,I,ORG
1132,81,Newspaper,newspaper,newspaper,NN,I,ORG
1133,82,The,the,the,DT,O,
1134,82,Magazines,magazines,magazine,NNS,O,
1135,83,Maps,maps,map,NNS,O,
1136,83,and,and,and,CC,O,
1137,83,Atlases,atlases,Atlases,NNPS,O,
1138,84,Music,music,Music,NNP,O,
1139,84,and,and,and,CC,O,
1140,84,Printed,printed,Printed,NNP,O,
1141,84,Music,music,Music,NNP,O,
1142,85,Books,books,book,NNS,O,
1143,85,in,in,in,IN,O,
1144,85,oriental,oriental,oriental,JJ,O,
1145,85,Languages,languages,language,NNS,O,
1146,86,The,the,the,DT,B,WORK_OF_ART
1147,86,Book,book,Book,NNP,I,WORK_OF_ART
1148,86,in,in,in,IN,I,WORK_OF_ART
1149,86,East,east,East,NNP,I,WORK_OF_ART
1150,86,Asia,asia,Asia,NNP,I,WORK_OF_ART
1151,87,Book,book,Book,NNP,O,
1152,87,History,history,history,NN,O,
1153,87,in,in,in,IN,O,
1154,87,Exhibitions,exhibitions,Exhibitions,NNPS,O,
1155,87,:,:,:,:,O,
1156,87,The,the,the,DT,O,
1157,87,Offer,offer,Offer,NNP,O,
1158,87,in,in,in,IN,O,
1159,87,Libraries,libraries,Libraries,NNPS,O,
1160,87,and,and,and,CC,O,
1161,87,Museums,museums,Museums,NNPS,B,GPE
1162,87,in,in,in,IN,O,
1163,87,Germany,germany,Germany,NNP,B,GPE
1164,87,",",",",",",",",O,
1165,87,Austria,austria,Austria,NNP,B,GPE
1166,87,and,and,and,CC,O,
1167,87,Switzerland,switzerland,Switzerland,NNP,B,GPE
1168,88,Russian,russian,russian,JJ,B,NORP
1169,88,author,author,author,NN,O,
1170,88,in,in,in,IN,O,
1171,88,1739,1739,1739,CD,B,DATE
1172,88,:,:,:,:,O,
1173,88,Gottlieb,gottlieb,Gottlieb,NNP,B,PERSON
1174,88,Bayer,bayer,Bayer,NNP,I,PERSON
1175,88,",",",",",",",",O,
1176,88,Ivan,ivan,Ivan,NNP,B,PERSON
1177,88,Taubert,taubert,Taubert,NNP,I,PERSON
1178,88,and,and,and,CC,O,
1179,88,the,the,the,DT,O,
1180,88,First,first,First,NNP,O,
1181,88,Steps,steps,Steps,NNPS,O,
1182,88,of,of,of,IN,O,
1183,88,Russian,russian,russian,JJ,B,NORP
1184,88,School,school,School,NNP,O,
1185,88,Literary,literary,Literary,NNP,O,
1186,88,Canon,canon,Canon,NNP,O,
1187,89,Provenance,provenance,Provenance,NNP,B,ORG
1188,89,Research,research,Research,NNP,I,ORG
1189,89,in,in,in,IN,I,ORG
1190,89,Book,book,Book,NNP,I,ORG
1191,89,History,history,history,NN,I,ORG
1192,89,:,:,:,:,O,
1193,89,A,a,a,DT,O,
1194,89,Handbook,handbook,handbook,NN,O,
1195,90,Komagata,komagata,Komagata,NNP,B,ORG
1196,90,'s,'s,'s,POS,O,
1197,90,Paperscapes,paperscapes,Paperscapes,NNPS,O,
1198,90,:,:,:,:,O,
1199,90,Theatricality,theatricality,Theatricality,NNP,O,
1200,90,and,and,and,CC,O,
1201,90,Materiality,materiality,Materiality,NNP,O,
1202,90,in,in,in,IN,O,
1203,90,Blue,blue,Blue,NNP,O,
1204,90,to,to,to,IN,O,
1205,90,Blue,blue,Blue,NNP,O,
1206,91,Publishing,publishing,publish,VBG,O,
1207,91,in,in,in,IN,O,
1208,91,Africa,africa,Africa,NNP,B,LOC
1209,91,Where,where,where,WRB,O,
1210,91,are,are,be,VBP,O,
1211,91,we,we,we,PRP,O,
1212,91,now,now,now,RB,O,
1213,91,?,?,?,.,O,
1214,91,An,an,an,DT,O,
1215,91,update,update,update,NN,O,
1216,91,for,for,for,IN,O,
1217,91,2019,2019,2019,CD,B,DATE
1218,91,Part,part,part,NN,O,
1219,91,1,1,1,CD,B,CARDINAL
1220,92,Building,building,build,VBG,O,
1221,92,the,the,the,DT,O,
1222,92,Women,women,Women,NNPS,O,
1223,92,in,in,in,IN,O,
1224,92,Book,book,Book,NNP,O,
1225,92,History,history,History,NNP,O,
1226,92,Bibliography,bibliography,Bibliography,NNP,O,
1227,92,",",",",",",",",O,
1228,92,or,or,or,CC,O,
1229,92,Digital,digital,Digital,NNP,B,ORG
1230,92,Enumerative,enumerative,Enumerative,NNP,I,ORG
1231,92,Bibliography,bibliography,Bibliography,NNP,I,ORG
1232,92,as,as,as,IN,I,ORG
1233,92,Preservation,preservation,Preservation,NNP,O,
1234,92,of,of,of,IN,O,
1235,92,Feminist,feminist,Feminist,NNP,O,
1236,92,Labor,labor,Labor,NNP,O,
1237,93,The,the,the,DT,O,
1238,93,translation,translation,translation,NN,O,
1239,93,of,of,of,IN,O,
1240,93,reformist,reformist,reformist,JJ,O,
1241,93,19th,19th,19th,JJ,B,DATE
1242,93,-,-,-,HYPH,I,DATE
1243,93,century,century,century,NN,I,DATE
1244,93,English,english,English,NNP,B,NORP
1245,93,pedagogy,pedagogy,pedagogy,NN,O,
1246,93,in,in,in,IN,O,
1247,93,the,the,the,DT,B,GPE
1248,93,United,united,United,NNP,I,GPE
1249,93,States,states,States,NNPS,I,GPE
1250,93,:,:,:,:,O,
1251,93,La,la,La,NNP,O,
1252,93,educacion,educacion,educacion,NN,O,
1253,93,intelectual,intelectual,intelectual,JJ,O,
1254,93,",",",",",",",",O,
1255,93,moral,moral,moral,JJ,O,
1256,93,y,y,y,NNP,O,
1257,93,fisica,fisica,fisica,NNP,O,
1258,93,(,(,(,-LRB-,O,
1259,93,1890,1890,1890,CD,B,DATE
1260,93,),),),-RRB-,O,
1261,93,by,by,by,IN,O,
1262,93,Juan,juan,Juan,NNP,B,PERSON
1263,93,Garcia,garcia,Garcia,NNP,I,PERSON
1264,93,Puron,puron,Puron,NNP,I,PERSON
1265,93,from,from,from,IN,O,
1266,93,Herbert,herbert,Herbert,NNP,B,PERSON
1267,93,Spencer,spencer,Spencer,NNP,I,PERSON
1268,93,'s,'s,'s,POS,I,PERSON
1269,93,Education,education,Education,NNP,O,
1270,93,:,:,:,:,O,
1271,93,Intellectual,intellectual,Intellectual,NNP,O,
1272,93,",",",",",",",",O,
1273,93,Moral,moral,Moral,NNP,O,
1274,93,",",",",",",",",O,
1275,93,and,and,and,CC,O,
1276,93,Physical,physical,Physical,NNP,O,
1277,93,(,(,(,-LRB-,O,
1278,93,1860,1860,1860,CD,B,DATE
1279,93,),),),-RRB-,O,
1280,94,IN,in,in,IN,O,
1281,94,ORDER,order,order,NN,O,
1282,94,TO,to,to,TO,O,
1283,94,JOIN,join,join,VB,O,
1284,94,THE,the,the,DT,O,
1285,94,LAUDABLE,laudable,LAUDABLE,NNP,O,
1286,94,THOUGHT,thought,THOUGHT,NNP,O,
1287,94,.,.,.,.,O,
1288,94,THE,the,the,DT,O,
1289,94,GOLD,gold,gold,NN,O,
1290,94,BOOK,book,BOOK,NNS,O,
1291,94,AND,and,and,CC,O,
1292,94,THE,the,the,DT,O,
1293,94,GIFT,gift,GIFT,NNP,O,
1294,94,SYSTEM,system,SYSTEM,NNP,O,
1295,94,DURING,during,during,IN,O,
1296,94,THE,the,the,DT,O,
1297,94,TRIPLE,triple,TRIPLE,NNP,O,
1298,94,ALLIANCE,alliance,ALLIANCE,NNP,O,
1299,94,WAR,war,WAR,NNP,O,
